"maille_code";"sexe";"date";"hospitalises";"reanimation";"gueris";"deces"
"54";"0";"2020-06-26";91;6;1173;355
"55";"0";"2020-06-26";9;0;490;102
"56";"0";"2020-06-26";27;1;420;92
"57";"0";"2020-06-26";287;21;2331;828
"58";"0";"2020-06-26";8;1;90;27
"59";"0";"2020-06-26";422;28;2185;618
"60";"0";"2020-06-26";236;5;1070;406
"61";"0";"2020-06-26";36;1;225;39
"62";"0";"2020-06-26";184;23;1280;307
"63";"0";"2020-06-26";17;2;174;42
"64";"0";"2020-06-26";1;0;222;27
"65";"0";"2020-06-26";5;2;153;27
"66";"0";"2020-06-26";0;0;278;34
"67";"0";"2020-06-26";314;7;2476;658
"68";"0";"2020-06-26";286;13;2808;805
"69";"0";"2020-06-26";180;12;2915;649
"70";"0";"2020-06-26";19;0;289;77
"71";"0";"2020-06-26";28;5;739;199
"72";"0";"2020-06-26";35;0;356;84
"73";"0";"2020-06-26";22;0;392;69
"74";"0";"2020-06-26";91;3;830;163
"75";"0";"2020-06-26";581;72;5998;1744
"76";"0";"2020-06-26";91;4;726;180
"77";"0";"2020-06-26";273;40;2579;681
"78";"0";"2020-06-26";379;22;2150;517
"79";"0";"2020-06-26";2;0;66;21
"80";"0";"2020-06-26";80;5;717;222
"81";"0";"2020-06-26";4;1;120;23
"82";"0";"2020-06-26";3;1;42;6
"83";"0";"2020-06-26";97;3;917;133
"84";"0";"2020-06-26";22;0;240;37
"85";"0";"2020-06-26";22;0;247;40
"86";"0";"2020-06-26";1;0;148;39
"87";"0";"2020-06-26";4;0;127;25
"88";"0";"2020-06-26";34;0;710;261
"89";"0";"2020-06-26";23;1;342;89
"90";"0";"2020-06-26";25;1;518;186
"91";"0";"2020-06-26";380;31;2287;527
"92";"0";"2020-06-26";750;63;4265;1076
"93";"0";"2020-06-26";704;61;3610;982
"94";"0";"2020-06-26";622;20;4020;1194
"95";"0";"2020-06-26";349;4;2511;704
"971";"0";"2020-06-26";8;2;80;15
"972";"0";"2020-06-26";14;5;89;14
"973";"0";"2020-06-26";128;21;311;11
"974";"0";"2020-06-26";21;3;136;1
"976";"0";"2020-06-26";36;6;349;27
"01";"0";"2020-06-27";51;0;425;103
"02";"0";"2020-06-27";101;6;1021;274
"03";"0";"2020-06-27";8;1;196;40
"04";"0";"2020-06-27";3;0;129;13
"05";"0";"2020-06-27";8;0;128;18
"06";"0";"2020-06-27";46;1;728;188
"07";"0";"2020-06-27";1;1;439;108
"08";"0";"2020-06-27";9;2;207;60
"09";"0";"2020-06-27";1;1;33;2
"10";"0";"2020-06-27";24;2;619;136
"11";"0";"2020-06-27";6;0;233;59
"12";"0";"2020-06-27";1;0;143;24
"13";"0";"2020-06-27";384;25;3200;555
"14";"0";"2020-06-27";22;1;318;83
"15";"0";"2020-06-27";9;0;48;9
"16";"0";"2020-06-27";2;1;57;13
"17";"0";"2020-06-27";9;0;143;51
"18";"0";"2020-06-27";33;0;170;82
"19";"0";"2020-06-27";0;0;159;37
"21";"0";"2020-06-27";24;2;919;248
"22";"0";"2020-06-27";13;0;208;38
"23";"0";"2020-06-27";4;1;74;13
"24";"0";"2020-06-27";1;0;97;14
"25";"0";"2020-06-27";19;2;621;151
"26";"0";"2020-06-27";26;1;505;129
"27";"0";"2020-06-27";47;0;218;82
"28";"0";"2020-06-27";96;10;514;134
"29";"0";"2020-06-27";14;0;174;43
"2A";"0";"2020-06-27";13;0;136;48
"2B";"0";"2020-06-27";1;1;108;11
"30";"0";"2020-06-27";17;1;348;97
"31";"0";"2020-06-27";27;3;646;73
"32";"0";"2020-06-27";2;1;87;23
"33";"0";"2020-06-27";50;7;929;155
"34";"0";"2020-06-27";10;1;698;121
"35";"0";"2020-06-27";42;2;460;86
"36";"0";"2020-06-27";81;2;110;79
"37";"0";"2020-06-27";64;2;317;85
"38";"0";"2020-06-27";39;2;680;153
"39";"0";"2020-06-27";15;1;304;60
"40";"0";"2020-06-27";4;1;72;13
"41";"0";"2020-06-27";86;0;236;63
"42";"0";"2020-06-27";91;8;947;246
"43";"0";"2020-06-27";2;0;105;18
"44";"0";"2020-06-27";47;4;686;158
"45";"0";"2020-06-27";65;4;593;102
"46";"0";"2020-06-27";1;0;69;22
"47";"0";"2020-06-27";4;0;77;10
"48";"0";"2020-06-27";0;0;24;1
"49";"0";"2020-06-27";56;1;588;141
"50";"0";"2020-06-27";36;2;140;47
"51";"0";"2020-06-27";89;5;984;265
"52";"0";"2020-06-27";30;0;243;87
"53";"0";"2020-06-27";5;0;179;44
"54";"0";"2020-06-27";90;6;1174;355
"55";"0";"2020-06-27";10;0;490;102
"56";"0";"2020-06-27";27;1;420;92
"57";"0";"2020-06-27";286;21;2332;828
"58";"0";"2020-06-27";8;1;90;27
"59";"0";"2020-06-27";422;27;2187;618
"60";"0";"2020-06-27";237;9;1071;407
"61";"0";"2020-06-27";32;1;229;39
"62";"0";"2020-06-27";187;21;1281;307
"63";"0";"2020-06-27";17;2;174;42
"64";"0";"2020-06-27";0;0;223;27
"65";"0";"2020-06-27";5;2;153;27
"66";"0";"2020-06-27";0;0;278;34
"67";"0";"2020-06-27";313;7;2477;658
"68";"0";"2020-06-27";285;13;2809;805
"69";"0";"2020-06-27";175;11;2921;649
"70";"0";"2020-06-27";19;0;289;77
"71";"0";"2020-06-27";28;5;739;199
"72";"0";"2020-06-27";35;0;356;84
"73";"0";"2020-06-27";19;0;394;70
"74";"0";"2020-06-27";87;3;834;163
"75";"0";"2020-06-27";579;69;5999;1745
"76";"0";"2020-06-27";90;4;727;180
"77";"0";"2020-06-27";269;39;2582;681
"78";"0";"2020-06-27";370;22;2162;517
"79";"0";"2020-06-27";2;0;66;21
"80";"0";"2020-06-27";80;5;717;222
"81";"0";"2020-06-27";4;1;120;23
"82";"0";"2020-06-27";3;1;42;6
"83";"0";"2020-06-27";94;3;923;133
"84";"0";"2020-06-27";16;0;246;37
"85";"0";"2020-06-27";21;0;248;40
"86";"0";"2020-06-27";1;0;148;39
"87";"0";"2020-06-27";4;0;127;25
"88";"0";"2020-06-27";33;0;711;261
"89";"0";"2020-06-27";24;1;342;89
"90";"0";"2020-06-27";24;1;519;186
"91";"0";"2020-06-27";359;30;2305;527
"92";"0";"2020-06-27";743;63;4276;1076
"93";"0";"2020-06-27";707;61;3612;982
"94";"0";"2020-06-27";621;20;4021;1195
"95";"0";"2020-06-27";348;4;2512;704
"971";"0";"2020-06-27";8;2;80;15
"972";"0";"2020-06-27";14;5;89;14
"973";"0";"2020-06-27";126;21;328;12
"974";"0";"2020-06-27";20;3;138;2
"976";"0";"2020-06-27";34;4;350;28
"01";"0";"2020-06-28";51;0;425;103
"02";"0";"2020-06-28";100;6;1022;274
"03";"0";"2020-06-28";7;1;196;41
"04";"0";"2020-06-28";3;0;129;13
"05";"0";"2020-06-28";8;0;128;18
"06";"0";"2020-06-28";46;1;728;188
"07";"0";"2020-06-28";1;1;439;108
"08";"0";"2020-06-28";9;2;207;60
"09";"0";"2020-06-28";1;1;33;2
"10";"0";"2020-06-28";25;2;619;136
"11";"0";"2020-06-28";6;0;233;59
"12";"0";"2020-06-28";1;0;143;24
"13";"0";"2020-06-28";386;25;3201;555
"14";"0";"2020-06-28";21;1;319;83
"15";"0";"2020-06-28";9;0;48;9
"16";"0";"2020-06-28";2;1;57;13
"17";"0";"2020-06-28";9;0;143;51
"18";"0";"2020-06-28";33;0;170;82
"19";"0";"2020-06-28";0;0;159;37
"21";"0";"2020-06-28";25;2;919;248
"22";"0";"2020-06-28";13;0;208;38
"23";"0";"2020-06-28";4;1;74;13
"24";"0";"2020-06-28";1;0;97;14
"25";"0";"2020-06-28";19;2;621;151
"26";"0";"2020-06-28";26;1;505;129
"27";"0";"2020-06-28";47;0;218;82
"28";"0";"2020-06-28";97;9;514;134
"29";"0";"2020-06-28";14;0;174;43
"2A";"0";"2020-06-28";13;0;136;48
"2B";"0";"2020-06-28";1;1;108;11
"30";"0";"2020-06-28";17;1;348;97
"31";"0";"2020-06-28";30;4;646;73
"32";"0";"2020-06-28";2;1;87;23
"33";"0";"2020-06-28";50;7;929;155
"34";"0";"2020-06-28";10;1;698;121
"35";"0";"2020-06-28";42;2;460;86
"36";"0";"2020-06-28";81;2;110;79
"37";"0";"2020-06-28";64;2;317;85
"38";"0";"2020-06-28";39;2;680;153
"39";"0";"2020-06-28";15;1;304;60
"40";"0";"2020-06-28";4;1;72;13
"41";"0";"2020-06-28";86;0;236;63
"42";"0";"2020-06-28";91;8;947;246
"43";"0";"2020-06-28";2;0;105;18
"44";"0";"2020-06-28";47;4;686;158
"45";"0";"2020-06-28";65;4;593;102
"46";"0";"2020-06-28";1;0;69;22
"47";"0";"2020-06-28";4;0;77;10
"48";"0";"2020-06-28";0;0;24;1
"49";"0";"2020-06-28";55;1;589;141
"50";"0";"2020-06-28";35;2;141;47
"51";"0";"2020-06-28";89;5;984;265
"52";"0";"2020-06-28";30;0;243;87
"53";"0";"2020-06-28";5;0;179;44
"54";"0";"2020-06-28";90;6;1174;355
"55";"0";"2020-06-28";10;0;490;102
"56";"0";"2020-06-28";27;1;420;92
"57";"0";"2020-06-28";286;21;2332;828
"58";"0";"2020-06-28";8;1;90;27
"59";"0";"2020-06-28";422;27;2187;618
"60";"0";"2020-06-28";239;9;1072;407
"61";"0";"2020-06-28";32;1;229;39
"62";"0";"2020-06-28";187;21;1281;307
"63";"0";"2020-06-28";17;2;174;42
"64";"0";"2020-06-28";0;0;223;27
"65";"0";"2020-06-28";5;2;153;27
"66";"0";"2020-06-28";0;0;278;34
"67";"0";"2020-06-28";313;7;2477;658
"68";"0";"2020-06-28";285;13;2809;805
"69";"0";"2020-06-28";176;11;2921;649
"70";"0";"2020-06-28";19;0;289;77
"71";"0";"2020-06-28";28;5;739;199
"72";"0";"2020-06-28";35;0;356;84
"73";"0";"2020-06-28";19;0;394;70
"74";"0";"2020-06-28";87;3;834;163
"75";"0";"2020-06-28";581;69;5999;1745
"76";"0";"2020-06-28";90;4;727;180
"77";"0";"2020-06-28";269;40;2582;681
"78";"0";"2020-06-28";369;22;2163;517
"79";"0";"2020-06-28";2;0;66;21
"80";"0";"2020-06-28";80;5;717;222
"81";"0";"2020-06-28";4;1;120;23
"82";"0";"2020-06-28";3;1;42;6
"83";"0";"2020-06-28";94;3;923;133
"84";"0";"2020-06-28";14;0;248;37
"85";"0";"2020-06-28";21;0;248;40
"86";"0";"2020-06-28";1;0;148;39
"87";"0";"2020-06-28";4;0;127;25
"88";"0";"2020-06-28";34;0;711;261
"89";"0";"2020-06-28";24;1;342;89
"90";"0";"2020-06-28";23;1;520;186
"91";"0";"2020-06-28";359;30;2305;527
"92";"0";"2020-06-28";743;63;4276;1076
"93";"0";"2020-06-28";707;61;3612;982
"94";"0";"2020-06-28";621;20;4021;1195
"95";"0";"2020-06-28";349;4;2512;704
"971";"0";"2020-06-28";8;2;80;15
"972";"0";"2020-06-28";14;5;89;14
"973";"0";"2020-06-28";134;20;342;13
"974";"0";"2020-06-28";18;3;140;2
"976";"0";"2020-06-28";34;4;354;28
"01";"0";"2020-06-29";49;0;427;103
"02";"0";"2020-06-29";100;6;1023;274
"03";"0";"2020-06-29";7;1;196;41
"04";"0";"2020-06-29";3;0;129;13
"05";"0";"2020-06-29";8;0;128;18
"06";"0";"2020-06-29";46;1;728;188
"07";"0";"2020-06-29";1;1;439;108
"08";"0";"2020-06-29";9;2;207;60
"09";"0";"2020-06-29";1;1;33;2
"10";"0";"2020-06-29";25;2;619;136
"11";"0";"2020-06-29";3;0;233;59
"12";"0";"2020-06-29";1;0;143;24
"13";"0";"2020-06-29";362;21;3225;557
"14";"0";"2020-06-29";21;1;319;83
"15";"0";"2020-06-29";9;0;48;9
"16";"0";"2020-06-29";2;1;57;13
"17";"0";"2020-06-29";9;0;143;51
"18";"0";"2020-06-29";33;0;170;82
"19";"0";"2020-06-29";0;0;159;37
"21";"0";"2020-06-29";24;2;920;248
"22";"0";"2020-06-29";13;0;208;38
"23";"0";"2020-06-29";4;1;74;13
"24";"0";"2020-06-29";1;0;97;14
"25";"0";"2020-06-29";18;2;622;151
"26";"0";"2020-06-29";25;1;506;129
"27";"0";"2020-06-29";47;0;218;82
"28";"0";"2020-06-29";96;9;515;134
"29";"0";"2020-06-29";14;0;174;43
"2A";"0";"2020-06-29";13;0;136;48
"2B";"0";"2020-06-29";1;1;108;11
"30";"0";"2020-06-29";16;1;349;97
"31";"0";"2020-06-29";31;5;647;73
"32";"0";"2020-06-29";2;1;87;23
"33";"0";"2020-06-29";53;9;931;155
"34";"0";"2020-06-29";10;1;698;121
"35";"0";"2020-06-29";39;2;463;86
"36";"0";"2020-06-29";81;2;110;79
"37";"0";"2020-06-29";63;2;318;85
"38";"0";"2020-06-29";38;2;681;153
"39";"0";"2020-06-29";15;1;304;60
"40";"0";"2020-06-29";4;1;72;13
"41";"0";"2020-06-29";86;0;236;63
"42";"0";"2020-06-29";87;7;951;246
"43";"0";"2020-06-29";2;0;105;18
"44";"0";"2020-06-29";44;4;690;158
"45";"0";"2020-06-29";65;4;593;102
"46";"0";"2020-06-29";1;0;69;22
"47";"0";"2020-06-29";3;0;77;10
"48";"0";"2020-06-29";0;0;24;1
"49";"0";"2020-06-29";59;1;589;141
"50";"0";"2020-06-29";35;2;141;47
"51";"0";"2020-06-29";87;5;987;265
"52";"0";"2020-06-29";27;0;246;87
"53";"0";"2020-06-29";5;0;179;44
"54";"0";"2020-06-29";91;6;1176;356
"55";"0";"2020-06-29";10;0;490;102
"56";"0";"2020-06-29";28;1;422;92
"57";"0";"2020-06-29";284;20;2335;828
"58";"0";"2020-06-29";8;1;90;27
"59";"0";"2020-06-29";417;28;2198;619
"60";"0";"2020-06-29";238;9;1073;407
"61";"0";"2020-06-29";33;1;229;39
"62";"0";"2020-06-29";185;21;1282;308
"63";"0";"2020-06-29";17;2;174;42
"64";"0";"2020-06-29";0;0;224;27
"65";"0";"2020-06-29";5;2;153;27
"66";"0";"2020-06-29";0;0;278;34
"67";"0";"2020-06-29";315;7;2478;658
"68";"0";"2020-06-29";284;13;2813;805
"69";"0";"2020-06-29";164;13;2938;651
"70";"0";"2020-06-29";19;0;289;77
"71";"0";"2020-06-29";29;4;740;199
"72";"0";"2020-06-29";33;0;358;84
"73";"0";"2020-06-29";19;0;394;70
"74";"0";"2020-06-29";87;2;834;164
"75";"0";"2020-06-29";574;66;6008;1746
"76";"0";"2020-06-29";90;4;727;181
"77";"0";"2020-06-29";272;40;2582;681
"78";"0";"2020-06-29";370;22;2164;517
"79";"0";"2020-06-29";3;0;66;21
"80";"0";"2020-06-29";80;5;717;222
"81";"0";"2020-06-29";4;1;120;23
"82";"0";"2020-06-29";3;1;42;6
"83";"0";"2020-06-29";89;3;927;134
"84";"0";"2020-06-29";13;0;248;38
"85";"0";"2020-06-29";20;0;250;40
"86";"0";"2020-06-29";1;0;148;39
"87";"0";"2020-06-29";4;0;127;25
"88";"0";"2020-06-29";34;0;711;261
"89";"0";"2020-06-29";27;1;343;89
"90";"0";"2020-06-29";22;1;520;187
"91";"0";"2020-06-29";352;28;2311;528
"92";"0";"2020-06-29";745;63;4277;1076
"93";"0";"2020-06-29";705;60;3616;983
"94";"0";"2020-06-29";621;21;4023;1195
"95";"0";"2020-06-29";337;5;2527;705
"971";"0";"2020-06-29";8;2;80;15
"972";"0";"2020-06-29";14;5;89;14
"973";"0";"2020-06-29";139;21;350;15
"974";"0";"2020-06-29";19;4;140;2
"976";"0";"2020-06-29";33;5;357;28
"01";"0";"2020-06-30";49;0;427;103
"02";"0";"2020-06-30";98;5;1024;274
"03";"0";"2020-06-30";7;1;196;41
"04";"0";"2020-06-30";3;0;129;13
"05";"0";"2020-06-30";7;0;129;18
"06";"0";"2020-06-30";40;1;736;188
"07";"0";"2020-06-30";1;1;439;108
"08";"0";"2020-06-30";9;2;207;60
"09";"0";"2020-06-30";1;1;33;2
"10";"0";"2020-06-30";24;2;620;136
"11";"0";"2020-06-30";3;0;233;59
"12";"0";"2020-06-30";1;0;143;24
"13";"0";"2020-06-30";351;20;3235;558
"14";"0";"2020-06-30";21;1;319;83
"15";"0";"2020-06-30";8;0;49;9
"16";"0";"2020-06-30";2;1;57;13
"17";"0";"2020-06-30";9;0;143;51
"18";"0";"2020-06-30";33;0;170;82
"19";"0";"2020-06-30";0;0;159;37
"21";"0";"2020-06-30";24;2;921;248
"22";"0";"2020-06-30";14;0;208;38
"23";"0";"2020-06-30";3;1;75;13
"24";"0";"2020-06-30";1;0;97;14
"25";"0";"2020-06-30";17;2;623;151
"26";"0";"2020-06-30";25;1;506;129
"27";"0";"2020-06-30";45;0;227;83
"28";"0";"2020-06-30";94;8;516;135
"29";"0";"2020-06-30";14;0;174;43
"2A";"0";"2020-06-30";13;0;136;48
"2B";"0";"2020-06-30";1;1;108;11
"30";"0";"2020-06-30";16;1;349;97
"31";"0";"2020-06-30";29;5;649;73
"32";"0";"2020-06-30";2;1;87;23
"33";"0";"2020-06-30";52;9;931;155
"34";"0";"2020-06-30";10;1;698;121
"35";"0";"2020-06-30";38;2;464;86
"36";"0";"2020-06-30";81;2;110;79
"37";"0";"2020-06-30";63;2;318;85
"38";"0";"2020-06-30";36;2;683;153
"39";"0";"2020-06-30";15;1;304;60
"40";"0";"2020-06-30";5;1;72;13
"41";"0";"2020-06-30";86;0;236;63
"42";"0";"2020-06-30";86;4;952;247
"43";"0";"2020-06-30";2;0;105;18
"44";"0";"2020-06-30";41;4;693;158
"45";"0";"2020-06-30";65;4;593;102
"46";"0";"2020-06-30";1;0;69;22
"47";"0";"2020-06-30";2;0;78;10
"48";"0";"2020-06-30";0;0;24;1
"49";"0";"2020-06-30";58;1;591;141
"50";"0";"2020-06-30";35;1;141;47
"51";"0";"2020-06-30";87;5;988;265
"52";"0";"2020-06-30";26;0;247;87
"53";"0";"2020-06-30";6;0;180;44
"54";"0";"2020-06-30";86;6;1184;356
"55";"0";"2020-06-30";9;0;491;102
"56";"0";"2020-06-30";27;1;423;92
"57";"0";"2020-06-30";271;20;2347;830
"58";"0";"2020-06-30";8;1;90;27
"59";"0";"2020-06-30";413;29;2202;619
"60";"0";"2020-06-30";230;8;1083;407
"61";"0";"2020-06-30";32;1;230;39
"62";"0";"2020-06-30";184;21;1282;308
"63";"0";"2020-06-30";17;2;174;42
"64";"0";"2020-06-30";0;0;224;27
"65";"0";"2020-06-30";4;2;154;27
"66";"0";"2020-06-30";0;0;278;34
"67";"0";"2020-06-30";304;7;2490;659
"68";"0";"2020-06-30";281;11;2823;807
"69";"0";"2020-06-30";166;14;2939;651
"70";"0";"2020-06-30";18;0;291;77
"71";"0";"2020-06-30";28;4;741;199
"72";"0";"2020-06-30";32;0;359;84
"73";"0";"2020-06-30";20;0;394;70
"74";"0";"2020-06-30";86;2;835;166
"75";"0";"2020-06-30";573;62;6018;1750
"76";"0";"2020-06-30";87;4;734;181
"77";"0";"2020-06-30";271;41;2590;682
"78";"0";"2020-06-30";371;21;2166;518
"79";"0";"2020-06-30";3;0;66;21
"80";"0";"2020-06-30";76;5;721;222
"81";"0";"2020-06-30";3;1;121;23
"82";"0";"2020-06-30";3;1;42;6
"83";"0";"2020-06-30";87;3;964;134
"84";"0";"2020-06-30";5;0;256;38
"85";"0";"2020-06-30";20;0;250;40
"86";"0";"2020-06-30";1;0;148;39
"87";"0";"2020-06-30";4;0;127;25
"88";"0";"2020-06-30";29;0;716;261
"89";"0";"2020-06-30";26;1;345;89
"90";"0";"2020-06-30";11;0;530;187
"91";"0";"2020-06-30";350;28;2314;528
"92";"0";"2020-06-30";743;62;4282;1076
"93";"0";"2020-06-30";693;58;3628;986
"94";"0";"2020-06-30";609;21;4042;1196
"95";"0";"2020-06-30";333;5;2530;705
"971";"0";"2020-06-30";10;4;80;15
"972";"0";"2020-06-30";14;5;89;14
"973";"0";"2020-06-30";141;19;370;15
"974";"0";"2020-06-30";17;4;142;2
"976";"0";"2020-06-30";35;4;358;28
"01";"0";"2020-07-01";49;0;427;103
"02";"0";"2020-07-01";99;5;1025;274
"03";"0";"2020-07-01";7;1;196;41
"04";"0";"2020-07-01";4;0;129;13
"05";"0";"2020-07-01";7;0;129;18
"06";"0";"2020-07-01";35;1;741;188
"07";"0";"2020-07-01";1;1;439;108
"08";"0";"2020-07-01";8;2;208;60
"09";"0";"2020-07-01";1;1;33;2
"10";"0";"2020-07-01";24;1;620;136
"11";"0";"2020-07-01";2;0;234;59
"12";"0";"2020-07-01";1;0;143;24
"13";"0";"2020-07-01";348;20;3240;558
"14";"0";"2020-07-01";21;1;319;83
"15";"0";"2020-07-01";8;0;49;9
"16";"0";"2020-07-01";2;1;57;13
"17";"0";"2020-07-01";8;0;144;51
"18";"0";"2020-07-01";33;0;170;82
"19";"0";"2020-07-01";0;0;159;37
"21";"0";"2020-07-01";18;1;928;248
"22";"0";"2020-07-01";13;0;209;38
"23";"0";"2020-07-01";3;1;75;13
"24";"0";"2020-07-01";1;0;97;14
"25";"0";"2020-07-01";17;2;623;151
"26";"0";"2020-07-01";25;1;506;129
"27";"0";"2020-07-01";38;0;234;84
"28";"0";"2020-07-01";92;8;518;135
"29";"0";"2020-07-01";13;0;175;43
"2A";"0";"2020-07-01";13;0;136;48
"2B";"0";"2020-07-01";1;1;108;11
"30";"0";"2020-07-01";16;1;349;97
"31";"0";"2020-07-01";28;5;650;73
"32";"0";"2020-07-01";2;1;87;23
"33";"0";"2020-07-01";47;9;938;155
"34";"0";"2020-07-01";8;0;700;121
"35";"0";"2020-07-01";37;2;464;86
"36";"0";"2020-07-01";81;2;110;79
"37";"0";"2020-07-01";62;2;319;85
"38";"0";"2020-07-01";35;2;686;153
"39";"0";"2020-07-01";15;1;304;60
"40";"0";"2020-07-01";6;1;72;13
"41";"0";"2020-07-01";86;0;236;63
"42";"0";"2020-07-01";84;3;958;247
"43";"0";"2020-07-01";2;0;105;18
"44";"0";"2020-07-01";37;2;696;159
"45";"0";"2020-07-01";62;4;596;103
"46";"0";"2020-07-01";1;0;69;22
"47";"0";"2020-07-01";2;0;78;10
"48";"0";"2020-07-01";0;0;24;1
"49";"0";"2020-07-01";53;1;596;141
"50";"0";"2020-07-01";35;0;141;47
"51";"0";"2020-07-01";82;5;991;265
"52";"0";"2020-07-01";27;0;247;87
"53";"0";"2020-07-01";8;0;180;44
"54";"0";"2020-07-01";86;6;1184;356
"55";"0";"2020-07-01";6;0;493;103
"56";"0";"2020-07-01";27;1;424;92
"57";"0";"2020-07-01";270;19;2348;830
"58";"0";"2020-07-01";7;1;91;27
"59";"0";"2020-07-01";405;30;2214;620
"60";"0";"2020-07-01";229;8;1083;407
"61";"0";"2020-07-01";32;1;230;39
"62";"0";"2020-07-01";180;21;1286;308
"63";"0";"2020-07-01";17;2;175;42
"64";"0";"2020-07-01";0;0;224;27
"65";"0";"2020-07-01";4;2;154;27
"66";"0";"2020-07-01";0;0;278;34
"67";"0";"2020-07-01";304;7;2492;659
"68";"0";"2020-07-01";234;12;2872;814
"69";"0";"2020-07-01";161;13;2944;651
"70";"0";"2020-07-01";18;0;291;77
"71";"0";"2020-07-01";25;3;743;201
"72";"0";"2020-07-01";32;0;359;84
"73";"0";"2020-07-01";19;0;395;70
"74";"0";"2020-07-01";79;2;842;166
"75";"0";"2020-07-01";556;60;6041;1750
"76";"0";"2020-07-01";90;4;734;181
"77";"0";"2020-07-01";269;39;2592;682
"78";"0";"2020-07-01";371;21;2170;518
"79";"0";"2020-07-01";3;0;66;21
"80";"0";"2020-07-01";76;5;722;222
"81";"0";"2020-07-01";3;1;121;23
"82";"0";"2020-07-01";3;1;42;6
"83";"0";"2020-07-01";86;3;965;134
"84";"0";"2020-07-01";5;0;256;38
"85";"0";"2020-07-01";18;0;252;40
"86";"0";"2020-07-01";1;0;148;39
"87";"0";"2020-07-01";4;0;127;25
"88";"0";"2020-07-01";28;0;717;261
"89";"0";"2020-07-01";22;1;349;90
"90";"0";"2020-07-01";10;0;531;187
"91";"0";"2020-07-01";346;25;2319;529
"92";"0";"2020-07-01";732;54;4294;1077
"93";"0";"2020-07-01";672;61;3656;986
"94";"0";"2020-07-01";602;21;4049;1196
"95";"0";"2020-07-01";325;5;2535;705
"971";"0";"2020-07-01";10;4;80;15
"972";"0";"2020-07-01";14;5;89;14
"973";"0";"2020-07-01";151;20;392;16
"974";"0";"2020-07-01";17;4;143;2
"976";"0";"2020-07-01";34;3;360;28
"01";"0";"2020-07-02";49;0;427;103
"02";"0";"2020-07-02";100;5;1025;274
"03";"0";"2020-07-02";7;1;196;41
"04";"0";"2020-07-02";4;0;129;13
"05";"0";"2020-07-02";7;0;129;18
"06";"0";"2020-07-02";35;1;742;188
"07";"0";"2020-07-02";1;1;439;108
"08";"0";"2020-07-02";8;2;208;60
"09";"0";"2020-07-02";1;1;33;2
"10";"0";"2020-07-02";25;1;620;136
"11";"0";"2020-07-02";2;0;234;59
"12";"0";"2020-07-02";1;0;143;24
"13";"0";"2020-07-02";341;20;3251;558
"14";"0";"2020-07-02";21;1;319;83
"15";"0";"2020-07-02";8;0;49;9
"16";"0";"2020-07-02";2;1;57;13
"17";"0";"2020-07-02";7;0;145;51
"18";"0";"2020-07-02";32;0;171;82
"19";"0";"2020-07-02";0;0;159;37
"21";"0";"2020-07-02";18;1;929;249
"22";"0";"2020-07-02";10;0;212;38
"23";"0";"2020-07-02";3;1;75;13
"24";"0";"2020-07-02";1;0;97;14
"25";"0";"2020-07-02";16;2;623;151
"26";"0";"2020-07-02";25;1;506;129
"27";"0";"2020-07-02";38;0;234;84
"28";"0";"2020-07-02";90;8;520;135
"29";"0";"2020-07-02";13;0;175;43
"2A";"0";"2020-07-02";13;0;136;48
"2B";"0";"2020-07-02";1;1;108;11
"30";"0";"2020-07-02";16;1;350;97
"31";"0";"2020-07-02";28;5;650;73
"32";"0";"2020-07-02";2;1;87;23
"33";"0";"2020-07-02";46;8;939;156
"34";"0";"2020-07-02";8;0;700;121
"35";"0";"2020-07-02";36;2;465;86
"36";"0";"2020-07-02";81;2;110;79
"37";"0";"2020-07-02";61;2;320;85
"38";"0";"2020-07-02";33;2;688;153
"39";"0";"2020-07-02";6;0;313;60
"40";"0";"2020-07-02";6;1;72;13
"41";"0";"2020-07-02";86;0;236;63
"42";"0";"2020-07-02";83;3;959;247
"43";"0";"2020-07-02";1;0;106;18
"44";"0";"2020-07-02";35;1;696;160
"45";"0";"2020-07-02";61;4;598;103
"46";"0";"2020-07-02";0;0;70;22
"47";"0";"2020-07-02";2;0;78;10
"48";"0";"2020-07-02";0;0;24;1
"49";"0";"2020-07-02";54;1;596;141
"50";"0";"2020-07-02";35;0;141;47
"51";"0";"2020-07-02";82;5;991;265
"52";"0";"2020-07-02";27;0;247;87
"53";"0";"2020-07-02";8;0;180;44
"54";"0";"2020-07-02";79;4;1188;358
"55";"0";"2020-07-02";6;0;493;103
"56";"0";"2020-07-02";25;0;424;93
"57";"0";"2020-07-02";269;21;2350;830
"58";"0";"2020-07-02";7;1;91;27
"59";"0";"2020-07-02";402;30;2220;620
"60";"0";"2020-07-02";227;7;1084;408
"61";"0";"2020-07-02";33;2;230;39
"62";"0";"2020-07-02";178;19;1287;308
"63";"0";"2020-07-02";17;2;175;42
"64";"0";"2020-07-02";0;0;224;27
"65";"0";"2020-07-02";3;2;155;27
"66";"0";"2020-07-02";0;0;278;34
"67";"0";"2020-07-02";300;7;2496;659
"68";"0";"2020-07-02";231;12;2875;814
"69";"0";"2020-07-02";161;13;2947;651
"70";"0";"2020-07-02";18;0;291;77
"71";"0";"2020-07-02";24;2;744;201
"72";"0";"2020-07-02";32;0;359;84
"73";"0";"2020-07-02";16;0;397;71
"74";"0";"2020-07-02";78;2;844;166
